id,name,jp_name,type,episodes,studio,release_season,tags,rating,release_year,end_year,content_warning
1032,Hidamari Sketch x 365 EX,,DVD S,,SHAFT,,"Comedy, Seinen, Slice of Life, Art, Art School, Based on a 4-Koma Manga, Based on a Manga",3.96,2009,,
1033,Bai Yao Pu 2nd Season, Hundred Demon Spectrum 2nd Season,Web  ,12,Haoliners Animation League,,"Adventure, Drama, Fantasy, Mystery, Ancient China, Chinese Animation, Historical, Supernatural, Based on a Novel, Animal Abuse, Bullying, Physical Abuse, Violence",3.96,2021,,"Animal Abuse, Bullying, Physical Abuse, Violence"
1034,Kyou kara Ore wa!!,,OVA  ,10,Pierrot,,"Comedy, Shounen, Delinquents, Hand to Hand Combat, School Life, Based on a Manga, Bullying, Mature Themes, Physical Abuse",3.96,1992,1997,"Bullying, Mature Themes, Physical Abuse"
1035,Yowamushi Pedal: New Generation,,TV   ,25,8 Pan,Winter,"Shounen, Sports, Cycling, Racing, School Club, School Life, Based on a Manga",3.96,2017,,
1036,Saiyuki Reload: Urasai, Gensou Maden Saiyuki Reload: Urasai,DVD S,,Pierrot,,"Comedy, Josei, Christmas, Journey to the West, Based on a Manga",3.96,2003,2004,
1037,Super Lovers 2,,TV   ,10,Studio DEEN,Winter,"BL, Comedy, Drama, Romance, Shounen-ai, Slice of Life, Age Gap, Brother Complex, LGBT Themes, Opposites Attract, School Life, Siblings, Based on a Manga, Mature Themes",3.96,2017,,Mature Themes
1038,Lie Huo Jiao Chou, Drowning Sorrows in Raging Fire,Web  ,12,Shenying Animation,,"Action, BL, Drama, Shounen-ai, Chinese Animation, Reincarnation, Supernatural, Based on a Novel, CG Animation",3.96,2021,,
1039,Non Non Biyori Repeat OVA,,OVA  ,1,SILVER LINK.,,"Comedy, Seinen, Slice of Life, Countryside, Iyashikei, Based on a Manga",3.96,2016,2017,
1040,Hakkenden: Eight Dogs of the East 2, Hakkenden: Touhou Hakken Ibun 2,TV   ,13,Studio DEEN,Summer,"Action, Fantasy, Shoujo, Supernatural, Based on a Manga",3.96,2013,,
1041,Xie Wang Zhui Qi Zhi Yishi Qingcheng, The Demonic King Chases His Wife 2nd Season,Web  ,12,BigFireBird,,"Action, Comedy, Drama, Fantasy, Romance, Ancient China, Chinese Animation, Cultivation, Isekai, Martial Arts, Xianxia, Based on a Web Novel",3.96,2020,2021,
1042,Macross Frontier Movie 2: Sayonara no Tsubasa, Macross Frontier Movie 2: The Wings of Goodbye,Movie,,SATELIGHT,,"Action, Drama, Mecha, Romance, Sci Fi, Idols, Love Triangle, Music, Real Robot, Transforming Mecha",3.96,2011,,
1043,Wan Jie Xian Zong 5th Season, Master of Legendary Realms 5th Season,Web  ,60,Ruo Hong Culture,,"Action, Fantasy, Ancient China, Chinese Animation, Cultivation, Short Episodes, Based on a Manga, CG Animation",3.96,2021,,
1044,Kokoro Connect,,TV   ,13,SILVER LINK.,Summer,"Drama, Romance, Androphobia, Body Swapping, Love Triangle, School Club, School Life, Supernatural, Based on a Light Novel",3.96,2012,,
1045,The World God Only Knows, Kami nomi zo Shiru Sekai,TV   ,12,Manglobe,Fall ,"Comedy, Fantasy, Romance, Shounen, Demons, Otaku Culture, School Life, Based on a Manga",3.96,2010,,
1046,Eden of The East Movie II: Paradise Lost, Higashi no Eden Movie II: Paradise Lost,Movie,,Production I.G,,"Mystery, Conspiracy, High Stakes Games, Original Work",3.96,2010,,
1047,Mr. Osomatsu 2nd Season, Osomatsu-san 2nd Season,TV   ,25,Pierrot,Fall ,"Comedy, Slice of Life, Breaking the Fourth Wall, Episodic, Gag, NEET, Parody, Siblings, Slapstick, Based on a Manga",3.96,2017,2018,
1048,Sket Dance,,TV   ,77,Tatsunoko Production,Spring,"Comedy, Shounen, Slice of Life, Breaking the Fourth Wall, Episodic, Gag, School Club, School Life, Based on a Manga",3.96,2011,2012,
1049,Blue Exorcist: Kyoto Saga, Ao no Exorcist: Kyoto Fujouou-hen,TV   ,12,A-1 Pictures,Winter,"Action, Drama, Fantasy, Shounen, Animeism, Contemporary Fantasy, Demons, Exorcists, Supernatural, Urban Fantasy, Based on a Manga",3.96,2017,,
1050,Wan Jie Fa Shen,,Web  ,54,Ruo Hong Culture,,"Action, Fantasy, Chinese Animation, Magic, Magic School, Martial Arts, School Life, Short Episodes, CG Animation",3.96,2020,2021,
1051,My Hero Academia - All Might: Rising The Animation, Boku no Hero Academia - All Might: Rising The Animation,DVD S,,Bones,,"Action, Sci Fi, Shounen, Superheroes, Superpowers, Based on a Manga",3.96,2019,,
1052,Zoku Sayonara Zetsubou Sensei,,TV   ,13,SHAFT,Winter,"Comedy, Shounen, Slice of Life, Breaking the Fourth Wall, Dark Comedy, Gag, Parody, Satire, School Life, Teaching, Based on a Manga, Mature Themes, Suicide",3.96,2008,,"Mature Themes, Suicide"
1053,Fate/Grand Order: Absolute Demonic Front - Babylonia, Fate/Grand Order: Zettai Majuu Sensen Babylonia,TV   ,21,CloverWorks,Fall ,"Action, Fantasy, Sci Fi, Gods, Greek Mythology, Magic, Person in a Strange World, Proxy Battles, Superpowers, Based on a Mobile Game, Violence",3.96,2019,2020,Violence
1054,Liang Bu Yi: Part II, No Doubt In Us: Part II,Web  ,12,Paper Plane,,"Comedy, Romance, Ancient China, Body Swapping, Chibi, Chinese Animation, Gender Bender, Political, Royalty, War, Based on a Webtoon, CG Animation",3.96,2021,,
1055,Eden of The East Movie I: The King of Eden, Higashi no Eden Movie I: The King of Eden,Movie,,Production I.G,,"Mystery, America, Amnesia, Conspiracy, High Stakes Games, Original Work",3.96,2009,,
1056,Is It Wrong to Try to Pick Up Girls in a Dungeon? II, Dungeon ni Deai wo Motomeru no wa Machigatte Iru Darou ka II: Familia Myth,TV   ,12,J.C.Staff,Summer,"Action, Comedy, Fantasy, Harem, Romance, Dungeon, Guilds, RPG, Swordplay, Weak to Strong, Based on a Light Novel, Violence",3.96,2019,,Violence
1057,The Rose of Versailles, Versailles no Bara,TV   ,40,TMS Entertainment,,"Drama, Romance, Shoujo, 18th Century, Europe, France, French Revolution, Historical, Political, Social Gap, Based on a Manga",3.96,1979,1980,
1058,My Bride Is a Mermaid OVA, Seto no Hanayome OVA,OVA  ,2,AIC,,"Comedy, Shounen, Mermaids, Based on a Manga",3.96,2008,2009,
1059,Tiger & Bunny,,TV   ,25,Sunrise,Spring,"Action, Comedy, Sci Fi, Death of a Loved One, Superheroes, Superpowers, Original Work, Mature Themes, Physical Abuse, Domestic Abuse",3.96,2011,,"Mature Themes, Physical Abuse, Domestic Abuse"
1060,Capeta,,TV   ,52,Studio Comet,Fall ,"Action, Shounen, Sports, Cars, Racing, Based on a Manga",3.96,2005,2006,
1061,Kaguya-sama: Love is War - Ultra Romantic PV - Yu Ishigami Wants to Discuss It, Kaguya-sama wa Kokurasetai: Ultra Romantic PV - Ishigami Yu wa Kataritai,Other,,A-1 Pictures,,"Comedy, Drama, Romance, Mind Games, Otaku Culture, Promotional, Romantic Comedy, School Life, Student Council, Based on a Manga",3.96,2021,,
1062,IDOLiSH7,,TV   ,17,TROYCA,Winter,"Drama, Idols, Music, Showbiz, Based on a Mobile Game",3.96,2018,,
1063,Little Witch Academia: The Enchanted Parade, Little Witch Academia: Mahou Shikake no Parade,OVA  ,1,TRIGGER,,"Fantasy, Magic, Magic School, School Life, Witches, Original Work",3.95,2015,,
1064,Yotsuiro Biyori, Rokuhoudou Yotsuiro Biyori,TV   ,12,Zexcs,Spring,"Slice of Life, Cafe, Coworkers, Food and Beverage, Iyashikei, Work Life, Based on a Manga",3.95,2018,,
1065,Hayate the Combat Butler!!, Hayate no Gotoku!!,TV   ,25,J.C.Staff,Spring,"Comedy, Shounen, Butlers, Maids, Master-Servant Relationship, Parody, Tsundere, Based on a Manga",3.95,2009,,
1066,Wu Geng Ji 3rd Season, The Legend and The Hero,Web  ,42,Sparkly Key Animation Studio,,"Action, Fantasy, Ancient China, Chinese Animation, Based on a Manga, CG Animation",3.95,2019,2020,
1067,The Heroic Legend of Arslan, Arslan Senki,TV   ,25,LIDEN FILMS,Spring,"Action, Adventure, Fantasy, Shounen, Medieval, Middle Eastern, Military, Political, Rebellions, Royalty, Swordplay, War, Based on a Manga, Animal Abuse, Mature Themes, Suicide, Violence",3.95,2015,,"Animal Abuse, Mature Themes, Suicide, Violence"
1068,Mobile Suit Gundam Wing,,TV   ,49,Sunrise,,"Action, Mecha, Sci Fi, Outer Space, Political, Terrorism, War, Original Work",3.95,1995,1996,
1069,The Seven Deadly Sins Movie: Prisoners of the Sky, Nanatsu no Taizai Movie: Tenkuu no Torawarebito,Movie,,A-1 Pictures,,"Action, Adventure, Fantasy, Shounen, Angels, Demons, Island, Magic, Medieval, Non-Human Protagonists, Overpowered Main Characters, Based on a Manga, Violence",3.95,2018,,Violence
1070,Hell Girl: Two Mirrors, Jigoku Shoujo Futakomori,TV   ,26,Studio DEEN,Fall ,"Horror, Deal with the Devil, Episodic, Melancholy, Supernatural, Youkai, Original Work, Bullying, Emotional Abuse",3.95,2006,2007,"Bullying, Emotional Abuse"
1071,Super Dimensional Fortress Macross, Choujikuu Yousai Macross,TV   ,36,Tatsunoko Production,,"Drama, Mecha, Romance, Sci Fi, Aliens, Idols, Love Triangle, Military, Music, Outer Space, Real Robot, Space Opera, Transforming Mecha, War, Original Work",3.95,1982,1983,
1072,Seitokai Yakuindomo Movie 2,,Movie,,GoHands,,"Comedy, Shounen, Crude, Gag, Newly Co-ed School, Parody, Satire, School Life, Student Council, Based on a 4-Koma Manga, Based on a Manga",3.95,2021,,
1073,Meiji Tokyo Renka Movie: Yumihari no Serenade,,Movie,,Studio DEEN,,"Fantasy, Reverse Harem, Romance, Time Travel, Based on an Otome Game, Based on a Visual Novel",3.95,2015,,
1074,My Little Monster, Tonari no Kaibutsu-kun,TV   ,13,Brain's Base,Fall ,"Comedy, Romance, Shoujo, Slice of Life, Opposites Attract, Romantic Comedy, School Life, Based on a Manga",3.95,2012,,
1075,Shiki Specials,,DVD S,,Daume,,"Horror, Countryside, Psychological, Supernatural, Vampires, Based on a Light Novel, Explicit Violence",3.95,2011,,Explicit Violence
1076,There She Is!!,,Web  ,5,,,"Drama, Romance, Animal Protagonists, Anthropomorphic, Korean Animation, Non-Human Protagonists, Short Episodes, Flash Animation",3.95,2003,2008,
1077,Orange -Mirai-, Orange -Future-,Movie,,Telecom Animation Film,,"Drama, Mystery, Romance, Shoujo, School Life, Supernatural, Based on a Manga",3.95,2016,,
1078,Mobile Suit Gundam: Thunderbolt - December Sky, Kidou Senshi Gundam: Thunderbolt - December Sky,Movie,,Sunrise,,"Action, Mecha, Sci Fi, Seinen, Military, Psychological, Real Robot, War, Based on a Manga, Drug Use, Mature Themes, Violence",3.95,2016,,"Drug Use, Mature Themes, Violence"
1079,Mr. Osomatsu, Osomatsu-san,TV   ,25,Pierrot,Fall ,"Comedy, Josei, Slice of Life, Breaking the Fourth Wall, Episodic, Family Life, Gag, NEET, Parody, Siblings, Slapstick, Based on a Manga",3.95,2015,2016,
1080,Yuru Yuri ♪♪, Yuruyuri: Happy Go Lily - Season 2,TV   ,12,Doga Kobo,Summer,"Comedy, GL, Seinen, Shoujo-ai, Slice of Life, School Club, School Life, Based on a Manga",3.95,2012,,
1081,Wan Jie Xian Zong, Master of Legendary Realms,Web  ,40,Ruo Hong Culture,,"Action, Fantasy, Ancient China, Chinese Animation, Cultivation, Short Episodes, Based on a Manga, CG Animation",3.95,2018,,
1082,Symphogear XV, Senki Zesshou Symphogear XV,TV   ,13,SATELIGHT,Summer,"Action, Sci Fi, Music, Superpowers, Original Work, Violence",3.95,2019,,Violence
1083,Cardcaptor Sakura: Clear Card-hen, Cardcaptor Sakura: Clear Card,TV   ,22,MADHOUSE,Winter,"Fantasy, Magical Girl, Shoujo, Contemporary Fantasy, Henshin Heroes, Magic, Urban Fantasy, Based on a Manga",3.95,2018,,
1084,Zan Sayonara Zetsubou Sensei,,TV   ,13,SHAFT,Summer,"Comedy, Shounen, Breaking the Fourth Wall, Dark Comedy, Gag, Teaching, Based on a Manga",3.95,2009,,
1085,The Familiar of Zero: Knight of the Twin Moons, Zero no Tsukaima: Futatsuki no Kishi,TV   ,12,J.C.Staff,Summer,"Comedy, Fantasy, Isekai, Magic, Magic School, Master-Servant Relationship, Person in a Strange World, School Life, Tsundere, Based on a Light Novel",3.95,2007,,
1086,Angel Beats! Stairway to Heaven,,DVD S,,P.A. WORKS,,"Comedy, Afterlife, School Life, Supernatural, Original Work",3.95,2010,,
1087,Toshokan Sensou: Kakumei no Tsubasa, Library War: The Wings of Revolution,Movie,,Production I.G,,"Action, Comedy, Drama, Library, Military, Political, Based on a Light Novel",3.95,2012,,
1088,Rakshasa Street 2nd Season, Zhen Hun Jie 2nd Season,Web  ,5,L2 Studio,,"Action, Chinese Animation, Supernatural, Based on a Manga",3.95,2019,2020,
1089,Hidamari Sketch x Honeycomb,,TV   ,12,SHAFT,Fall ,"Comedy, Seinen, Slice of Life, Art, Art School, Boarding House, Iyashikei, Neighbors, School Life, Based on a 4-Koma Manga, Based on a Manga",3.95,2012,,
1090,Xue Ying Lingzhu 2nd Season,,Web  ,22,Mili Pictures,,"Action, Fantasy, Ancient China, Chinese Animation, Based on a Web Novel, CG Animation",3.95,2020,2021,
1091,Quanzhi Fashi III, Versatile Mage III,Web  ,12,Foch,,"Action, Fantasy, Chinese Animation, Elemental Powers, Magic, School Life, Supernatural, Urban Fantasy, Based on a Web Novel",3.95,2018,,
1092,The Irregular at Magic High School, Mahouka Koukou no Rettousei,TV   ,26,MADHOUSE,Spring,"Action, Sci Fi, Brother Complex, Magic, Magic School, Overpowered Main Characters, School Life, Siblings, Based on a Light Novel, Violence",3.95,2014,,Violence
1093,Den-noh Coil, Dennou Coil,TV   ,26,MADHOUSE,Spring,"Comedy, Drama, Mystery, Sci Fi, Slice of Life, Virtual Reality, Original Work",3.95,2007,,
1094,Holo no Graffiti,,Web  ,13,hololive production,Spring,"Comedy, Episodic, Gag, Idols, Short Episodes, Slapstick, VTubers, CG Animation, Original Work",3.95,2019,,
1095,"Say ""I love you.""", Suki-tte Ii na yo.,TV   ,13,Zexcs,Fall ,"Drama, Romance, Shoujo, Slice of Life, School Life, Based on a Manga, Bullying, Emotional Abuse",3.95,2012,,"Bullying, Emotional Abuse"
1096,Golden Time,,TV   ,24,J.C.Staff,Fall ,"Comedy, Drama, Romance, Adult Couples, Amnesia, Childhood Promise, College, Coming of Age, Love Triangle, Mature Romance, School Life, Based on a Light Novel",3.95,2013,2014,
1097,Scissor Seven Specials,"Alt titles: Cike Wu Liuqi Fanwai, Killer Seven Specials",Web  ,4,Sharefun Studio,,"Action, Comedy, Birds, Chinese Animation, Short Episodes",3.95,2018,,
1098,Eve: Ao no Waltz,,Music,,Bones,,,3.95,2020,,
1099,Love Stage!!,,TV   ,10,J.C.Staff,Summer,"BL, Comedy, Romance, Shounen-ai, Acting, Adult Couples, Crossdressing, LGBT Themes, Lifestyle Change, Mature Romance, Otaku Culture, Romantic Comedy, Showbiz, Based on a Manga, Sexual Content",3.95,2014,,Sexual Content
1100,Boruto: Naruto the Movie - The Day Naruto Became Hokage, Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi,DVD S,,Pierrot,,"Comedy, Shounen, Ninja, Based on a Manga",3.95,2016,,
1101,Seitokai Yakuindomo*,,TV   ,13,GoHands,Winter,"Comedy, Shounen, Crude, Newly Co-ed School, Parody, Satire, School Life, Student Council, Based on a 4-Koma Manga, Based on a Manga, Sexual Content",3.95,2014,,Sexual Content
1102,Master Keaton OVA,,OVA  ,15,MADHOUSE,,"Adventure, Seinen, Detectives, Episodic, Espionage, Europe, Work Life, Based on a Manga",3.95,1999,2000,
1103,Ling Jian Zun 2nd Season, Spirit Sword Master 2nd Season,Web  ,30,Soyep,,"Action, Fantasy, Ancient China, Chinese Animation, Cultivation, Short Episodes, Based on a Web Novel, CG Animation",3.95,2019,,
1104,The Prince of Tennis II Specials, Shin Tennis no Ouji-sama Specials,DVD S,,M.S.C.,,"Shounen, Sports, Tennis, Based on a Manga",3.95,2012,2013,
1105,The Garden of Sinners Movie 6: Fairy Tale. (Oblivion Recording), Kara no Kyoukai Movie 6: Boukyaku Rokuon,Movie,,ufotable,,"Drama, Mystery, Overpowered Main Characters, Supernatural, Based on a Light Novel, Cannibalism, Drug Use, Mature Themes, Violence",3.95,2008,,"Cannibalism, Drug Use, Mature Themes, Violence"
1106,Hakuouki: Demon of the Fleeting Blossom OVA, Hakuouki Shinsengumi Kitan OVA,OVA  ,2,Studio DEEN,,"Reverse Harem, Parody, School Life, Short Episodes, Based on an Otome Game, Based on a Visual Novel",3.95,2011,,
1107,Fairy Tail Movie 1: Phoenix Priestess, Fairy Tail Movie 1: Houou no Miko,Movie,,A-1 Pictures,,"Action, Fantasy, Shounen, Magic, Based on a Manga",3.95,2012,,
1108,Hinomaru Sumo, Hinomaru-Zumou,TV   ,24,GONZO,Fall ,"Action, Shounen, Sports, Hand to Hand Combat, Martial Arts, Sumo Wrestling, Wrestling, Based on a Manga",3.95,2018,2019,
1109,Tamayura: Sotsugyou Shashin Movie 4 - Ashita, Tamayura: Sotsugyou Shashin Part 4 - New Dawn,Movie,,TYO Animations,,"Slice of Life, Iyashikei, Photography, Original Work",3.95,2016,,
1110,Drifters Specials,,DVD S,,Hoods Entertainment,,"Action, Fantasy, Seinen, Dark Fantasy, Person in a Strange World, Rebellions, Samurai, Based on a Manga, Explicit Violence",3.95,2017,,Explicit Violence
1111,The Prince of Tennis: Another Story - Kako to Mirai no Message, Tennis no Ouji-sama: Another Story - Kako to Mirai no Message,OVA  ,4,M.S.C.,,"Shounen, Sports, Tennis, Based on a Manga",3.95,2009,,
1112,Porco Rosso, Kurenai no Buta,Movie,,Studio Ghibli,,"Action, Adventure, Aviation, Curse, Europe, Pigs, Pirates, Based on a Manga",3.95,1992,,
1113,"Problem Children Are Coming From Another World, Aren't They?", Mondai-Ji-tachi ga Isekai Kara Kuru Sou desu yo?,TV   ,10,diomedea,Winter,"Action, Fantasy, High Stakes Games, Isekai, Overpowered Main Characters, Person in a Strange World, PVP, Summoned Into Another World, Superpowers, Based on a Light Novel",3.94,2013,,
1114,To Love Ru: Darkness 2nd OVA,,OVA  ,3,XEBEC,,"Comedy, Ecchi, Harem, Romance, Sci Fi, Shounen, Slice of Life, Aliens, Love Triangle, Non-Human Protagonists, Panty Shots, Based on a Manga, Nudity, Sexual Content",3.94,2016,,"Nudity, Sexual Content"
1115,Fullmetal Alchemist The Movie: Conqueror of Shamballa, Hagane no Renkinjutsushi Movie: Shanbara wo Yuku Mono,Movie,,Bones,,"Shounen, Europe, Historical, Siblings, War, World War 2, Based on a Manga, Violence",3.94,2005,,Violence
1116,Goku Sayonara Zetsubou Sensei,,OVA  ,3,SHAFT,,"Comedy, Shounen, Slice of Life, Breaking the Fourth Wall, Dark Comedy, Gag, Parody, Satire, Teaching, Based on a Manga, Mature Themes, Suicide",3.94,2008,2009,"Mature Themes, Suicide"
1117,Death Note Rewrite 1: Visions of a God, Death Note Rewrite 1: Genshi Suru Kami,TV Sp,,MADHOUSE,,"Crime, Criminals, Detectives, Mind Games, Psychological, Psychopaths, Rivalries, Secret Identity, Serial Killers, Shinigami, Supernatural, Vigilantes, Based on a Manga",3.94,2007,,
1118,Akudama Drive,,TV   ,12,Pierrot,Fall ,"Action, Sci Fi, Crime, Criminals, Mercenaries, Outside World, Thriller, Original Work, Explicit Violence, Mature Themes, Suicide",3.94,2020,,"Explicit Violence, Mature Themes, Suicide"
1119,School Rumble: Extra Class, School Rumble: Ichi Gakki Hoshuu,OVA  ,2,Studio Comet,,"Comedy, Shounen, Gag, Romantic Comedy, School Life, Based on a Manga",3.94,2005,,
1120,L.O.R.D: Legend of Ravaging Dynasties, Jue Ji,Movie,,Original Force,,"Action, Fantasy, Chinese Animation, CG Animation, Original Work, Violence",3.94,2016,,Violence
1121,Kobato.,,TV   ,24,MADHOUSE,Fall ,"Comedy, Fantasy, Seinen, Iyashikei, Based on a Manga",3.94,2009,2010,
1122,Kill La Kill Special,,DVD S,,TRIGGER,,"Action, Comedy, Ecchi, Sci Fi, Aliens, Superpowers, Swordplay, Original Work",3.94,2014,,
1123,Ie Naki Ko Remi,"Alt titles: Remi, Nobody's Girl, Sans Famille",TV   ,23,Nippon Animation,,"19th Century, Historical, World Masterpiece Theater, Based on a Novel",3.94,1996,1997,
1124,Ani ni Tsukeru Kusuri wa Nai! 2,,Web  ,24,Fanworks,Summer,"Comedy, Slice of Life, Chinese Animation, School Life, Short Episodes, Siblings, Based on a Webtoon",3.94,2018,,
1125,Azumanga Daioh,,TV   ,26,J.C.Staff,Spring,"Comedy, Shounen, Slice of Life, Episodic, Gag, Iyashikei, School Life, Based on a 4-Koma Manga, Based on a Manga",3.94,2002,,
1126,The Slime Diaries: That Time I Got Reincarnated as a Slime, Tensura Nikki: Tensei Shitara Slime Datta Ken,TV   ,12,8-Bit,Spring,"Adventure, Comedy, Fantasy, Shounen, Slice of Life, Isekai, Kingdom Building, Management, Monsters, Non-Human Protagonists, Person in a Strange World, Reincarnation, Slimes, Based on a 4-Koma Manga, Based on a Manga",3.94,2021,,
1127,Quanzhi Fashi IV, Versatile Mage IV,Web  ,12,Foch,,"Action, Fantasy, Chinese Animation, Elemental Powers, Magic, School Life, Supernatural, Urban Fantasy, Based on a Web Novel",3.94,2020,,
1128,Durarara!! X2 The Third Arc: Dufufufu!, Durarara!!x2 Ketsu: Dufufufu!,Other,,Shuka,,"Supernatural, Based on a Light Novel",3.94,2016,,
1129,Aria the OVA: Arietta,,OVA  ,1,Hal Film Maker,,"Sci Fi, Shounen, Slice of Life, Ocean, Based on a Manga",3.94,2007,,
1130,The Dog of Flanders Movie, Flanders no Inu Movie,Movie,,Nippon Animation,,"Drama, 19th Century, Countryside, Dogs, Europe, Historical, Melancholy, Orphans, Pets, Poverty, Based on a Novel, Animal Abuse, Mature Themes",3.94,1997,,"Animal Abuse, Mature Themes"
1131,Nura: Rise of the Youkai Clan, Nurarihyon no Mago,TV   ,24,Studio DEEN,Summer,"Action, Comedy, Shounen, Demons, Japanese Mythology, Monsters, Supernatural, Swordplay, Youkai, Based on a Manga",3.94,2010,,
1132,Free! - Iwatobi Swim Club Specials,,DVD S,,Animation Do,,"Comedy, Sports, Childhood Friends, School Club, Swimming, Based on a Light Novel",3.94,2013,2014,
1133,The God of High School,,TV   ,13,MAPPA,Summer,"Action, Fantasy, Hand to Hand Combat, Martial Arts, Superpowers, Tournaments, Based on a Webtoon, Violence",3.94,2020,,Violence
1134,Beyond the Boundary, Kyoukai no Kanata,TV   ,12,Kyoto Animation,Fall ,"Action, Drama, Fantasy, Contemporary Fantasy, Magic, School Life, Urban Fantasy, Based on a Light Novel",3.94,2013,,
1135,Genshiken 2,,TV   ,12,ARMS,Fall ,"Comedy, Drama, Ecchi, Seinen, Slice of Life, College, Doujinshi Industry, Manga Industry, Otaku Culture, Parody, Satire, School Club, School Life, Based on a Manga",3.94,2007,,
1136,Inu X Boku Secret Service Special, Inu x Boku SS Special,DVD S,,David Production,,"Comedy, Romance, Shounen, Age Gap, Apartment Life, Bodyguards, Contemporary Fantasy, Japanese Mythology, Neighbors, Non-Human Protagonists, Supernatural, Youkai, Based on a Manga",3.94,2012,,
1137,The Irregular at Magic High School Movie: The Girl Who Summons the Stars, Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo,Movie,,8-Bit,,"Action, Drama, Sci Fi, Island, Magic, Military, Based on a Light Novel",3.94,2017,,
1138,Kingdom,,TV   ,38,IKIF+,Summer,"Action, Drama, Seinen, Ancient China, Historical, Political, Rebellions, Royalty, Swordplay, War, Based on a Manga, CG Animation",3.94,2012,2013,
1139,Interviews with Monster Girls: The Demi-chans' Summer Break, Demi-chan wa Kataritai: Demi-chan no Natsuyasumi,DVD S,,A-1 Pictures,,"Comedy, Seinen, Slice of Life, Monster Girls, Supernatural, Vampires, Based on a Manga",3.94,2017,,
1140,Kabaneri of the Iron Fortress Movie: The Battle of Unato, Koutetsujou no Kabaneri Movie: Unato Kessen,Movie,,WIT Studio,,"Action, Drama, Fantasy, Horror, Apocalypse, Dark Fantasy, Guns, Pandemic, Steampunk, Trains, Zombies, Original Work, Violence",3.94,2019,,Violence
1141,Detective Conan: The Burning Galactic Railway, Meitantei Conan: Shakunetsu no Ginga Tetsudou,Movie,,TMS Entertainment,,"Adventure, Mystery, Based on a Manga",3.94,2020,,
1142,Quanzhi Fashi V, Versatile Mage V,Web  ,12,Foch,,"Action, Fantasy, Chinese Animation, Elemental Powers, Magic, School Life, Supernatural, Urban Fantasy, Based on a Web Novel",3.94,2021,,
1143,Jiang Ziya, Legend of Deification,Movie,,,,"Fantasy, Chinese Animation, CG Animation",3.94,2020,,
1144,Ghost in the Shell: Arise, Koukaku Kidoutai Arise: Ghost in the Shell,Other,,Production I.G,,"Action, Sci Fi, Cyberpunk, Cyborgs, Based on a Manga",3.94,2013,2014,
1145,Rurouni Kenshin Movie, Samurai X: The Motion Picture,Movie,,Gallop,,"Drama, Shounen, 19th Century, Feudal Japan, Historical, Samurai, Swordplay, Based on a Manga",3.94,1997,,
1146,Neru: Lost One's Weeping, Neru: Lost One no Goukoku,Music,,,,Vocaloid,3.94,2013,,
1147,Naruto Shippuden Movie 5: Blood Prison,,Movie,,Pierrot,,"Action, Shounen, Island, Ninja, Prison, Based on a Manga",3.94,2011,,
1148,Saga of Tanya the Evil: Operation Desert Pasta, Youjo Senki: Sabaku no Pasta Dai Sakusen,Web  ,1,NUT,Spring,"Action, Fantasy, Seinen, Desert, Food and Beverage, Guns, Isekai, Magic, Military, Person in a Strange World, Reincarnation, Shorts, War, Based on a Light Novel",3.94,2021,,
1149,Hyperventilation,,Web  ,6,,,"BL, Yaoi, Illness, Korean Animation, Short Episodes, Original Work, Explicit Sex",3.94,2017,,Explicit Sex
1150,Fate/stay night: Unlimited Blade Works Movie,,Movie,,Studio DEEN,,"Action, Fantasy, Contemporary Fantasy, Magic, Superpowers, Urban Fantasy, Based on a Visual Novel, Violence",3.94,2010,,Violence
1151,Yowamushi Pedal The Movie,,Movie,,8 Pan,,"Shounen, Sports, Cycling, Racing, School Club, School Life, Tournaments, Based on a Manga",3.94,2015,,
1152,A Day Before Us ZERO,,Web  ,19,LICO,,"Romance, Korean Animation, Short Episodes, Original Work",3.94,2018,2019,
1153,High School DxD Hero,,TV   ,12,Passione,Spring,"Action, Ecchi, Fantasy, Harem, Shounen, Angels, Contemporary Fantasy, Demons, Japanese Mythology, Newly Co-ed School, Non-Human Protagonists, Norse Mythology, School Life, Based on a Light Novel, Nudity, Sexual Content",3.94,2018,,"Nudity, Sexual Content"
1154,Chivalry of a Failed Knight, Rakudai Kishi no Cavalry,TV   ,12,Nexus,Fall ,"Action, Comedy, Ecchi, Fantasy, Contemporary Fantasy, Elemental Powers, Magic, Magic School, School Life, Swordplay, Tournaments, Urban Fantasy, Based on a Light Novel",3.94,2015,,
1155,Saiyuki Reload: Burial,,OVA  ,3,ARMS,,"Action, Adventure, Comedy, Fantasy, Josei, Journey to the West, Based on a Manga",3.94,2007,,
1156,Hidamari Sketch x Hoshimittsu Specials, Hidamari Sketch × ☆☆☆ Specials,TV Sp,,SHAFT,,"Comedy, Seinen, Slice of Life, Art, Art School, Based on a 4-Koma Manga, Based on a Manga",3.94,2010,,
1157,Zan Sayonara Zetsubou Sensei Bangaichi,,OVA  ,2,SHAFT,,"Comedy, Shounen, Slice of Life, Breaking the Fourth Wall, Dark Comedy, Gag, Parody, Satire, Teaching, Based on a Manga",3.94,2009,2010,
